MB001	Q0	30260724248870912	1	3.854045	testRun
MB001	Q0	30198105513140224	2	3.3377554	testRun
MB002	Q0	35048150574039040	1	2.8465521	testRun
MB002	Q0	32242968895168512	2	1.7111028	testRun
MB003	Q0	32204788955357184	1	3.4263146	testRun
MB003	Q0	31861291236724738	2	3.2515783	testRun
MB004	Q0	32851298193768448	1	3.2540665	testRun
MB004	Q0	29684273590042624	2	3.2540665	testRun
MB005	Q0	33288536677421057	1	1.7994827	testRun
MB005	Q0	33188770152976385	2	1.7994827	testRun
MB006	Q0	29777900525850624	1	3.657679	testRun
MB006	Q0	33934584424955905	2	3.2004693	testRun
MB007	Q0	30790044126027776	1	1.837767	testRun
MB007	Q0	30809856231342080	2	1.837767	testRun
MB008	Q0	34467845525995520	1	1.595726	testRun
MB008	Q0	29281084667596800	2	1.5909773	testRun
MB009	Q0	30225672072855552	1	3.7353709	testRun
MB009	Q0	30282297689251840	2	3.2017465	testRun
MB010	Q0	32275485807353856	1	1.5422041	testRun
MB010	Q0	31077260689674240	2	1.4812466	testRun
MB011	Q0	34199299428581376	1	2.420564	testRun
MB011	Q0	34530871604289536	2	2.1179934	testRun
MB012	Q0	32117461922877440	1	2.4468338	testRun
MB012	Q0	31940748085563392	2	1.2234169	testRun
MB013	Q0	29561670661570560	1	3.4078856	testRun
MB013	Q0	29560222905278464	2	3.150879	testRun
MB014	Q0	31529870823526400	1	1.9794697	testRun
MB014	Q0	30955134796177408	2	1.9794697	testRun
MB015	Q0	32678457083170816	1	2.4400327	testRun
MB015	Q0	33276913967435776	2	2.0536506	testRun
MB016	Q0	29585186899365888	1	1.3689681	testRun
MB016	Q0	31239257569894401	2	0.57783085	testRun
MB017	Q0	32871838174416897	1	3.3736277	testRun
MB017	Q0	32876528131899392	2	2.6989021	testRun
MB018	Q0	30273593405345792	1	3.7134297	testRun
MB018	Q0	31396010894819329	2	3.514465	testRun
MB019	Q0	32579076275306496	1	3.4189844	testRun
MB019	Q0	34046080261824512	2	2.7351875	testRun
MB020	Q0	29853985930219520	1	3.415872	testRun
MB020	Q0	31082136219947008	2	3.1677904	testRun
MB021	Q0	29985282845581312	1	1.6077781	testRun
MB021	Q0	29610928903299072	2	1.6077781	testRun
MB022	Q0	32168717513138176	1	3.9884052	testRun
MB022	Q0	32167894922043392	2	3.9884052	testRun
MB023	Q0	33310482420998145	1	2.0217807	testRun
MB023	Q0	30599622661505024	2	1.825942	testRun
MB024	Q0	34459879930470400	1	2.9428868	testRun
MB024	Q0	34646404349562880	2	2.9133096	testRun
MB025	Q0	31738694356434944	1	2.910032	testRun
MB025	Q0	31550836899323904	2	2.7436047	testRun
MB026	Q0	30623689372340224	1	2.3357074	testRun
MB026	Q0	33525722479861761	2	1.8685658	testRun
MB027	Q0	32623902945447936	1	3.7926364	testRun
MB027	Q0	30642103809736704	2	2.4236026	testRun
MB028	Q0	29249663391502336	1	3.7403429	testRun
MB028	Q0	29303621862559744	2	3.1169524	testRun
MB029	Q0	33950240969068544	1	3.0535476	testRun
MB029	Q0	33142059846074368	2	3.0535476	testRun
MB030	Q0	34829699771269121	1	3.0527256	testRun
MB030	Q0	34989670014128128	2	2.3597386	testRun
MB031	Q0	29599881014280193	1	3.4649904	testRun
MB031	Q0	29528213755531265	2	3.4301655	testRun
MB032	Q0	29536476286943232	1	2.6977546	testRun
MB032	Q0	29010511072862208	2	2.6977546	testRun
MB033	Q0	30708594202648576	1	1.304013	testRun
MB033	Q0	29602995834454016	2	1.304013	testRun
MB034	Q0	32988880349175808	1	2.7980216	testRun
MB034	Q0	32666646996844544	2	2.5869968	testRun
MB035	Q0	29089018561953792	1	2.1760514	testRun
MB035	Q0	29236353774391296	2	1.7585151	testRun
MB036	Q0	29565853112467456	1	5.330657	testRun
MB036	Q0	29578335377952768	2	3.9979925	testRun
MB037	Q0	30633783929606144	1	3.065046	testRun
MB037	Q0	30527259790020608	2	3.065046	testRun
MB038	Q0	31772901715746816	1	2.4947915	testRun
MB038	Q0	31396975362445313	2	2.4947915	testRun
MB039	Q0	31045442808586240	1	3.0057764	testRun
MB039	Q0	31367822701494272	2	2.567349	testRun
MB040	Q0	29889791659081728	1	1.6974046	testRun
MB040	Q0	30062538221686784	2	1.604624	testRun
MB041	Q0	30781723516076032	1	3.232098	testRun
MB041	Q0	30343979849482240	2	3.232098	testRun
MB042	Q0	34714824982134784	1	0.8800173	testRun
MB042	Q0	34546003663126528	2	0.82364327	testRun
MB043	Q0	30730275864449024	1	3.086752	testRun
MB043	Q0	31468826088439809	2	3.0156536	testRun
MB044	Q0	32871752056971264	1	1.5589453	testRun
MB044	Q0	30770417580904448	2	1.5589453	testRun
MB045	Q0	31471973502558208	1	2.4079595	testRun
MB045	Q0	29836714683924480	2	2.0228472	testRun
MB046	Q0	33207140613103617	1	3.7519977	testRun
MB046	Q0	33132476125675520	2	3.7519977	testRun
MB047	Q0	33964088472117248	1	1.4996256	testRun
MB047	Q0	32496916352737282	2	1.4996256	testRun
MB048	Q0	29646008031911936	1	1.8034546	testRun
MB048	Q0	29394389834932225	2	1.5780228	testRun
MB049	Q0	32005451423948800	1	2.75738	testRun
MB049	Q0	30783835524300800	2	2.3124957	testRun
MB050	Q0	29729125346312194	1	1.0969868	testRun
MB050	Q0	29751056560820224	2	1.0969868	testRun
